Random,indoor_temperature_c,humidity_pct,soil_moisture_pct,light_lux,co2_ppm,ambient_temperature_c,canopy_temperature_c,PDMVG,ARL,AWWR,ADWV,PDMRG,crop_type,timestamp
,33.09173509277239,51.053657673428354,0.9679752726522158,1087.4291587929258,5.010007216091609,18.19890724002342,1.3333139721843417,36.18329461208042,17.442442649079442,3.1905000697850774,0.3465142285656309,41.55165102210407,sc,2026-02-21 16:00:00
,36.37134196446094,60.14424678407924,1.0442588182980854,1140.4260514671305,3.99580218609058,20.24548625651049,1.3183728328918294,14.988627953020517,19.38226888283124,4.582401315863573,0.168330980689224,28.655680544725566,sc,2026-02-21 17:00:00
,33.0972375535885,51.05475285469216,0.9498829870877272,1087.4539738150822,5.00127923933675,18.217951256338115,1.3260443052690878,36.15918227911077,17.43676505331729,3.1967851060424946,0.3604451969525023,41.55877195700141,sc,2026-02-21 18:00:00
,35.594567932731465,66.44926214123568,1.517981951146106,1243.861012647253,5.003478087686051,23.284777003639725,2.157918113678275,17.657106398071196,23.21740072031624,6.865902858438233,0.2758182835790865,31.468069837241416,sc,2026-02-21 19:00:00
,36.40273722448127,60.157704983493936,1.077237468275292,1140.4310863714395,3.983071875105728,20.26018796784872,1.3232372936320675,14.97044179230556,19.395366579911805,4.584373842667415,0.1649871245887348,28.640053430683672,sc,2026-02-21 20:00:00
,36.39697205961848,60.16371380055973,1.0872557428530054,1140.4188666492075,4.009627034957864,20.244508402558093,1.3069817815092777,15.001552708034533,19.40038937766783,4.58250551278838,0.1609171021256345,28.67472614302679,sc,2026-02-21 21:00:00
,35.58759853728807,66.44820075286209,1.5185814903030492,1243.8674274725292,5.006006283909992,23.286269595182254,2.150658404989088,17.649383528833695,23.229440575492998,6.873412174617561,0.2710578920091932,31.448904185601457,sc,2026-02-21 22:00:00
,36.40492630795125,60.14636453541219,1.0694357017875018,1140.4086809276012,3.9761562375608968,20.253072694382563,1.3153556752159463,14.978712725415964,19.394713313640825,4.578366311343539,0.1599056902388931,28.64848364881222,sc,2026-02-21 23:00:00
,33.099872156954774,51.06024183767711,0.9645088429697314,1087.4364105519653,5.001380905844787,18.20305460854532,1.3203272089556028,36.18786924427955,17.455589656434,3.2017269715449324,0.3430935203339294,41.56445722559765,sc,2026-02-22 00:00:00
,35.599929006774246,66.43142882485947,1.5075485492870182,1243.8542238958985,5.008185652253323,23.282241322875,2.161638089236725,17.664739579573826,23.217191695087287,6.87876221710621,0.2737080405926732,31.45492889602277,sc,2026-02-22 01:00:00
,35.601307794487234,66.45418486412443,1.5098289405878371,1243.8558442317965,5.01680099815383,23.278105832869823,2.162901299020674,17.639511635086002,23.212571122976662,6.885440741568324,0.2554083822359191,31.459653398342237,sc,2026-02-22 02:00:00
,33.08985646321699,51.05097630771305,0.9556418429838416,1087.436579772599,4.9969756762957065,18.20450106177958,1.3253422035778617,36.16731875240052,17.421763799214347,3.190906848333036,0.3505827469258176,41.54904509509287,sc,2026-02-22 03:00:00
,35.60291276685744,66.444521170564,1.5098982113448107,1243.8609395770802,5.004373954187275,23.273456619142067,2.154492922215909,17.659670606651304,23.21023151971648,6.88073951910328,0.2746151751220575,31.46061862309265,sc,2026-02-22 04:00:00
