timestamp,crop_type,indoor_temperature_c,canopy_temperature_c,ambient_temperature_c,humidity_pct,soil_moisture_pct,co2_ppm,light_lux
2025-01-01T00:00:00,tomato,20.0,19.2,18.5,75.0,40.0,420.0,850
2025-01-01T01:00:00,tomato,21.2,20.4,19.7,73.56,39.46,426.0,871
2025-01-01T02:00:00,tomato,22.4,21.6,20.9,72.12,38.92,432.0,892
2025-01-01T03:00:00,tomato,24.0,23.2,22.5,70.2,38.2,440.0,913
2025-01-01T04:00:00,tomato,26.5,25.7,25.0,67.2,37.08,452.5,934
2025-01-01T05:00:00,tomato,28.8,28.0,27.3,64.44,36.04,464.0,955
2025-01-01T06:00:00,tomato,29.3,28.5,27.8,63.84,35.81,466.5,976
2025-01-01T07:00:00,tomato,30.0,29.2,28.5,63.0,35.5,470.0,997
2025-01-01T08:00:00,tomato,31.2,30.4,29.7,61.56,34.96,476.0,1018
2025-01-01T09:00:00,tomato,32.0,31.2,30.5,60.6,34.6,480.0,1039
2025-01-01T10:00:00,tomato,30.5,29.7,29.0,62.4,35.27,472.5,1060
2025-01-01T11:00:00,tomato,28.4,27.6,26.9,64.92,36.22,462.0,1081
2025-01-01T12:00:00,tomato,25.7,24.9,24.2,68.16,37.44,448.5,1102
2025-01-01T13:00:00,tomato,23.1,22.3,21.6,71.28,38.6,435.5,1123
2025-01-01T14:00:00,tomato,20.0,19.2,18.5,75.0,40.0,420.0,1144
2025-01-01T15:00:00,tomato,21.2,20.4,19.7,73.56,39.46,426.0,1165
2025-01-01T16:00:00,tomato,22.4,21.6,20.9,72.12,38.92,432.0,1186
2025-01-01T17:00:00,tomato,24.0,23.2,22.5,70.2,38.2,440.0,1207
2025-01-01T18:00:00,tomato,26.5,25.7,25.0,67.2,37.08,452.5,1228
2025-01-01T19:00:00,tomato,28.8,28.0,27.3,64.44,36.04,464.0,1249
2025-01-01T20:00:00,tomato,29.3,28.5,27.8,63.84,35.81,466.5,1270
2025-01-01T21:00:00,tomato,30.0,29.2,28.5,63.0,35.5,470.0,1291
2025-01-01T22:00:00,tomato,31.2,30.4,29.7,61.56,34.96,476.0,1312
2025-01-01T23:00:00,tomato,32.0,31.2,30.5,60.6,34.6,480.0,1333
2025-01-02T00:00:00,tomato,30.5,29.7,29.0,62.4,35.27,472.5,850
2025-01-02T01:00:00,tomato,28.4,27.6,26.9,64.92,36.22,462.0,871
2025-01-02T02:00:00,tomato,25.7,24.9,24.2,68.16,37.44,448.5,892
2025-01-02T03:00:00,tomato,23.1,22.3,21.6,71.28,38.6,435.5,913
2025-01-02T04:00:00,tomato,20.0,19.2,18.5,75.0,40.0,420.0,934
2025-01-02T05:00:00,tomato,21.2,20.4,19.7,73.56,39.46,426.0,955
2025-01-02T06:00:00,tomato,22.4,21.6,20.9,72.12,38.92,432.0,976
2025-01-02T07:00:00,tomato,24.0,23.2,22.5,70.2,38.2,440.0,997
2025-01-02T08:00:00,tomato,26.5,25.7,25.0,67.2,37.08,452.5,1018
2025-01-02T09:00:00,tomato,28.8,28.0,27.3,64.44,36.04,464.0,1039
2025-01-02T10:00:00,tomato,29.3,28.5,27.8,63.84,35.81,466.5,1060
2025-01-02T11:00:00,tomato,30.0,29.2,28.5,63.0,35.5,470.0,1081
2025-01-02T12:00:00,tomato,31.2,30.4,29.7,61.56,34.96,476.0,1102
2025-01-02T13:00:00,tomato,32.0,31.2,30.5,60.6,34.6,480.0,1123
2025-01-02T14:00:00,tomato,30.5,29.7,29.0,62.4,35.27,472.5,1144
2025-01-02T15:00:00,tomato,28.4,27.6,26.9,64.92,36.22,462.0,1165
2025-01-02T16:00:00,tomato,25.7,24.9,24.2,68.16,37.44,448.5,1186
2025-01-02T17:00:00,tomato,23.1,22.3,21.6,71.28,38.6,435.5,1207
2025-01-02T18:00:00,tomato,20.0,19.2,18.5,75.0,40.0,420.0,1228
2025-01-02T19:00:00,tomato,21.2,20.4,19.7,73.56,39.46,426.0,1249
2025-01-02T20:00:00,tomato,22.4,21.6,20.9,72.12,38.92,432.0,1270
2025-01-02T21:00:00,tomato,24.0,23.2,22.5,70.2,38.2,440.0,1291
2025-01-02T22:00:00,tomato,26.5,25.7,25.0,67.2,37.08,452.5,1312
2025-01-02T23:00:00,tomato,28.8,28.0,27.3,64.44,36.04,464.0,1333
2025-01-03T00:00:00,tomato,29.3,28.5,27.8,63.84,35.81,466.5,850
2025-01-03T01:00:00,tomato,30.0,29.2,28.5,63.0,35.5,470.0,871
2025-01-03T02:00:00,tomato,31.2,30.4,29.7,61.56,34.96,476.0,892
2025-01-03T03:00:00,tomato,32.0,31.2,30.5,60.6,34.6,480.0,913
2025-01-03T04:00:00,tomato,30.5,29.7,29.0,62.4,35.27,472.5,934
2025-01-03T05:00:00,tomato,28.4,27.6,26.9,64.92,36.22,462.0,955
2025-01-03T06:00:00,tomato,25.7,24.9,24.2,68.16,37.44,448.5,976
2025-01-03T07:00:00,tomato,23.1,22.3,21.6,71.28,38.6,435.5,997
2025-01-03T08:00:00,tomato,20.0,19.2,18.5,75.0,40.0,420.0,1018
2025-01-03T09:00:00,tomato,21.2,20.4,19.7,73.56,39.46,426.0,1039
2025-01-03T10:00:00,tomato,22.4,21.6,20.9,72.12,38.92,432.0,1060
2025-01-03T11:00:00,tomato,24.0,23.2,22.5,70.2,38.2,440.0,1081
2025-01-03T12:00:00,tomato,26.5,25.7,25.0,67.2,37.08,452.5,1102
2025-01-03T13:00:00,tomato,28.8,28.0,27.3,64.44,36.04,464.0,1123
2025-01-03T14:00:00,tomato,29.3,28.5,27.8,63.84,35.81,466.5,1144
2025-01-03T15:00:00,tomato,30.0,29.2,28.5,63.0,35.5,470.0,1165
2025-01-03T16:00:00,tomato,31.2,30.4,29.7,61.56,34.96,476.0,1186
2025-01-03T17:00:00,tomato,32.0,31.2,30.5,60.6,34.6,480.0,1207
2025-01-03T18:00:00,tomato,30.5,29.7,29.0,62.4,35.27,472.5,1228
2025-01-03T19:00:00,tomato,28.4,27.6,26.9,64.92,36.22,462.0,1249
2025-01-03T20:00:00,tomato,25.7,24.9,24.2,68.16,37.44,448.5,1270
2025-01-03T21:00:00,tomato,23.1,22.3,21.6,71.28,38.6,435.5,1291
2025-01-04T00:00:00,green_chilli,20.4,19.6,18.9,74.52,39.82,422.0,850
2025-01-04T01:00:00,green_chilli,21.6,20.8,20.1,73.08,39.28,428.0,871
