timestamp,crop_type,indoor_temperature_c,canopy_temperature_c,ambient_temperature_c,humidity_pct,soil_moisture_pct,co2_ppm,light_lux,Random,PDMVG,ARL,AWWR,ADWV,PDMRG
2026-02-21 16:00:00,sc,0.006746807686535389,0.06090987211359601,0.0055536048099738625,0.0016686785191200111,0.06779293895370633,0.9935240881014875,0.000165080477411472,,0.9984897619976763,0.006655455614815356,0.008976662691867168,0.8699454234219219,0.9969392636349371
2026-02-21 17:00:00,sc,0.9822601143121754,0.0441855461364732,0.40457949867230575,0.5897955422090226,0.19130651719298267,0.026772084407050895,0.33881007984703393,,0.0023603434574219016,0.33962875729125114,0.38229973892581703,0.16222579843220672,0.002684017228521732
2026-02-21 18:00:00,sc,0.008383504996703641,0.052772589082124614,0.009266657456112843,0.0017395326204345286,0.03849903409287755,0.9852044793770559,0.00032364606000472067,,0.9973565050039678,0.00568089007197742,0.010662377879256665,0.9252773350354023,0.9974882744203931
2026-02-21 19:00:00,sc,0.7512100422030116,0.9839284046656177,0.997156524680537,0.9977062796084805,0.9583295853708211,0.9873004471396145,0.9997494405557915,,0.127776323081677,0.9979333456470696,0.9947597269175705,0.589150745636752,0.21951398081490933
2026-02-21 20:00:00,sc,0.9915985792907652,0.04963056779980981,0.4074459228175668,0.590666237002983,0.24470349854325865,0.014637404250469067,0.33884225239679144,,0.001505610991472738,0.341876991367784,0.3828287921014206,0.14894445681529292,0.0014791959124680265
2026-02-21 21:00:00,sc,0.9898837411230886,0.03143500196348483,0.4043888443930045,0.5910549848269551,0.26092446638632777,0.03995009077446763,0.3387641695579921,,0.0029677947990254853,0.3427391601143327,0.38232768567607167,0.1327788811755279,0.004152397298494453
2026-02-21 22:00:00,sc,0.749137007763166,0.9758022683489743,0.9974475384501648,0.9976376117798376,0.9593003219292973,0.9897103531181178,0.9997904306665707,,0.1274133554838957,1.0,0.9967738073161467,0.5702431178052854,0.21803634485666537
2026-02-21 23:00:00,sc,0.992249718325969,0.04080829842410266,0.40605864271157754,0.5899325527409431,0.23207136290593952,0.00804533829188925,0.3386990837857342,,0.0018943370763214932,0.34176485749551366,0.3812175067600792,0.12876169072847043,0.0021291499905548962
2026-02-22 00:00:00,sc,0.009167163142949224,0.04637317197494015,0.006362226132823071,0.0020946491380212273,0.06218031135264941,0.9853013890722814,0.00021141851368944355,,0.9987047654127268,0.008912153853989512,0.011987840038948181,0.8563588355928674,0.9979265980144921
2026-02-22 01:00:00,sc,0.7528046842656579,0.9880923497737146,0.9966621375713447,0.9965525312317947,0.9414364692222009,0.9917877523129347,0.9997060610936735,,0.12813507544018965,0.9978974662371479,0.9982087469898282,0.5807691475191921,0.21850083878172352
2026-02-22 02:00:00,sc,0.7532148022504207,0.9895063204081256,0.9958558322283404,0.9980247612314133,0.9451287371544941,1.0,0.9997164148827632,,0.1269493857533514,0.997104339964011,1.0,0.508085393552236,0.21886508908968041
2026-02-22 03:00:00,sc,0.006188012623220746,0.051986693353340475,0.006644244217676808,0.0014952042602625918,0.04782341580942079,0.981102273146675,0.00021249981711173686,,0.9977389116035836,0.00310590834369969,0.009085765129484544,0.8861050249694945,0.9967383515277655
2026-02-22 04:00:00,sc,0.7536921984644065,0.9800944253800237,0.9949493650709378,0.9973995566691815,0.9452408960609622,0.9881543974844482,0.9997489736444817,,0.12789683847562053,0.9967027444970556,0.9987390809242715,0.5843721624861008,0.21893950611581603
2026-02-22 05:00:00,sc,0.7531560292827638,0.9912013647505082,1.0,0.998095829738482,0.9506665196957952,0.995268007572312,0.9998484389268741,,0.12686389890269575,0.9971333454638459,0.9966532767750549,0.5577414414051682,0.22018428434361523
2026-02-22 06:00:00,sc,0.7523943022066717,0.9747941583851415,0.9995804104802576,0.9973137963359127,0.9772104470108661,0.9721972467294814,0.9998854576761644,,0.12719400549530616,0.9993740474198181,0.9989155217276309,0.5522064046155094,0.21942178529668305
2026-02-22 07:00:00,sc,0.7494280282015132,0.9941545344121805,0.9958619358691114,0.9980599329586454,0.9377371618551326,0.9988598741867464,0.9996783402560205,,0.12738067782009063,0.9991354363510583,0.998236216563154,0.5546901100998589,0.2191221865326133
2026-02-22 08:00:00,sc,0.7570493393441577,1.0,0.9957910138450354,0.9967929323215842,0.9719286528318052,0.9862532068230642,0.999777275167495,,0.1270010640754951,1.0,0.9951450488814946,0.5479220895228896,0.21712036404251356
2026-02-22 09:00:00,sc,0.00709958676520328,0.05528792751638679,0.00937268455327909,0.0028692283566923702,0.06616254554336551,0.9738918455520029,0.00022189271578283628,,0.998870676869374,0.006730408464580526,0.01594643155488111,0.8101551317550628,0.9970909663863614
2026-02-22 10:00:00,sc,0.007987941433489356,0.056564808822813124,0.01119321168078116,0.002030800583827621,0.056476975729373366,0.9939405122890582,0.00020997485568772763,,0.9982368611172375,0.006289031970115095,0.0063500646781426955,0.8958912594880881,0.9976032750798302
2026-02-22 11:00:00,sc,0.7532172926299568,0.9752401167989848,0.9958312549156408,0.9964640958202037,0.9492413080032529,0.9701111665260695,0.9997522936600339,,0.12708055226498663,0.9974306537657375,0.9990947757472042,0.598766926640292,0.2188190754619429
2026-02-22 12:00:00,sc,0.752180537823912,0.9720197062482183,0.9969066894754028,0.9966182567128665,0.9616465749542019,0.9753762863530145,0.9997565601305909,,0.12736263136396536,0.998331008201814,0.9995386293885202,0.5137956974884174,0.2188048575697679
2026-02-22 13:00:00,sc,0.9913909446470395,0.06441232153365598,0.4029411149813602,0.5900814900043339,0.22484923301930362,0.03973540054016655,0.3387841161083668,,0.0018552415289709503,0.34124162840888367,0.3842718835139888,0.06776539576607699,0.0021749702285178583
2026-02-22 14:00:00,sc,0.9906782563706856,0.05421715430373843,0.40130817847985256,0.5910212838611347,0.22389733243853718,0.05879555129113192,0.33889253819781895,,0.002319802311993278,0.34080183492869764,0.38859812896009216,0.21258429466333947,0.0037967861518272174
2026-02-22 15:00:00,sc,0.011161943244196592,0.06487520607634718,0.0035666850151540525,0.0023906697094500714,0.05758140250920914,0.9843373891546141,0.0002790118631719577,,0.997694589624368,0.0065313511879334435,0.013267640334840434,0.9216232302107924,0.9952958694733623
2026-02-22 16:00:00,sc,0.008215782779062533,0.05691357300521227,0.008923115081451423,0.00162794375199789,0.0445505858912123,0.9901377006176003,0.00019375062843222102,,0.9980344874000706,0.007038818087748995,0.007512165599814115,0.8833259724299963,0.997097564047353
2026-02-22 17:00:00,sc,0.7554718283137533,0.985168186029807,0.9991273869358347,0.9970400851858763,0.9667567823588582,0.9783279806164582,0.9998085542207166,,0.12751185969179735,0.9988759075854464,0.9989008209919177,0.5301626185861074,0.2183305205341787
2026-02-22 18:00:00,sc,0.010193577054703327,0.050918841779508284,0.009271464134331648,0.002401841776700956,0.07672468307804689,0.9860378018505028,0.00023023736510795957,,0.9984627752400366,0.006207147686211471,0.00904855769623978,0.9264931325537367,0.995758073050437
2026-02-22 19:00:00,sc,0.00111726580125266,0.036102911215850346,0.006882649126519238,0.0013364517414041221,0.06434619854699572,0.9784503247350917,0.00013334472194678922,,0.9977022142088617,0.008042711062794064,0.006576883689215954,0.766480693243712,0.9975544099196427
2026-02-22 20:00:00,sc,0.9934702375383933,0.020605008783981357,0.40473195640155846,0.5908125421913922,0.24066141702525132,0.013659152622842128,0.3387272408349279,,0.002022812457510191,0.34056785744966644,0.38221122160963683,0.17753157252189386,0.002013907052130527
2026-02-22 21:00:00,sc,0.9931046569075846,0.02634240354391258,0.404459053134618,0.5905415881450977,0.22216140456875938,0.04339643949719928,0.3387861742801754,,0.0014032333259266629,0.3390870365042143,0.38919003228393856,0.13387685392643056,0.0019458814983425003
2026-02-22 22:00:00,sc,0.9864708999884404,0.06300506470220736,0.40190351374945293,0.5903922237730859,0.23172498844449832,0.042191019887701124,0.33887498103731395,,0.0019453808763189634,0.34080657523112834,0.3927988589022791,0.13854738951112877,0.00281665226821978
